Order_ID,Order_Date,Region,Shipping_Mode,Product_Category,Customer_Segment,Shipment_Volume,Distance_km,Weather_Risk,Traffic_Index,Warehouse_Load,Scheduled_Days,Actual_Delivery_Days,Delivery_Delay_Days,Late_Delivery,Transport_Cost,Order_Value,Inventory_Units,Stockout
ORD-101162,2025-10-10 04:00:09.606404268,West,Standard Class,Home & Kitchen,Retail,19,141,High,69.3,52.3,3.3,5.7,2.4,1,101.99,1082.68,527,0
ORD-101163,2025-10-10 09:49:49.993328884,North,Standard Class,Clothing,Retail,13,1331,High,73.4,49.0,5.7,8.8,3.1,1,183.45,774.07,265,0
ORD-101164,2025-10-10 15:39:30.380253500,North,Standard Class,Sports,Retail,13,659,Low,10.0,84.4,4.3,4.7,0.4,1,121.7,1399.92,149,0
ORD-101165,2025-10-10 21:29:10.767178116,West,First Class,Electronics,Wholesale,15,554,Medium,86.2,61.1,3.2,5.6,2.4,1,119.46,957.39,149,0
ORD-101166,2025-10-11 03:18:51.154102736,West,First Class,Electronics,Retail,5,443,Low,66.5,55.0,3.4,4.1,0.7,1,101.6,533.75,556,0
ORD-101167,2025-10-11 09:08:31.541027352,East,Standard Class,Clothing,Corporate,4,994,Medium,99.3,87.6,5.0,7.1,2.1,1,145.67,413.29,331,0
ORD-101168,2025-10-11 14:58:11.927951968,West,Second Class,Clothing,Wholesale,7,853,Low,40.9,74.3,4.3,4.7,0.4,1,138.63,326.0,351,0
ORD-101169,2025-10-11 20:47:52.314876584,North,Standard Class,Clothing,Corporate,10,596,Medium,23.3,50.3,4.4,5.5,1.1,1,110.48,1043.45,359,0
ORD-101170,2025-10-12 02:37:32.701801200,South,Second Class,Home & Kitchen,Wholesale,15,1398,Low,55.1,45.4,5.2,6.2,1.0,1,200.25,1820.25,140,0
ORD-101171,2025-10-12 08:27:13.088725816,East,Standard Class,Sports,Corporate,6,1355,Low,50.0,83.5,5.6,7.1,1.5,1,146.23,716.14,257,0
ORD-101172,2025-10-12 14:16:53.475650432,North,Standard Class,Home & Kitchen,Retail,12,314,High,66.8,65.3,3.8,5.8,2.0,1,106.62,439.52,571,0
ORD-101173,2025-10-12 20:06:33.862575048,East,Standard Class,Clothing,Retail,1,971,Low,74.3,40.2,4.7,6.1,1.4,1,130.34,115.4,95,0
ORD-101174,2025-10-13 01:56:14.249499664,South,Second Class,Home & Kitchen,Retail,1,1454,Low,53.4,36.5,5.5,6.4,0.9,1,154.49,165.39,571,0
ORD-101175,2025-10-13 07:45:54.636424280,East,Second Class,Clothing,Corporate,20,743,Medium,50.7,47.1,4.0,5.5,1.5,1,156.98,1859.87,171,0
ORD-101176,2025-10-13 13:35:35.023348900,South,Standard Class,Sports,Retail,18,64,Medium,64.4,45.2,3.5,4.5,1.0,1,93.67,1128.38,184,0
ORD-101177,2025-10-13 19:25:15.410273516,South,First Class,Home & Kitchen,Retail,18,215,Medium,50.4,32.3,2.9,4.5,1.6,1,129.09,969.12,18,1
ORD-101178,2025-10-14 01:14:55.797198132,North,Second Class,Sports,Wholesale,7,1008,Medium,48.9,47.4,4.7,6.4,1.7,1,132.71,730.73,401,0
ORD-101179,2025-10-14 07:04:36.184122748,North,Standard Class,Home & Kitchen,Retail,11,1355,Medium,73.7,50.3,5.4,8.3,2.9,1,192.7,1231.61,198,0
ORD-101180,2025-10-14 12:54:16.571047364,East,First Class,Sports,Corporate,14,210,Low,77.7,57.6,2.8,3.7,0.9,1,86.88,1710.04,281,0
ORD-101181,2025-10-14 18:43:56.957971980,North,First Class,Electronics,Retail,6,829,Low,74.5,92.1,3.7,5.6,1.9,1,123.91,751.13,352,0
ORD-101182,2025-10-15 00:33:37.344896596,North,Standard Class,Sports,Retail,15,755,Medium,52.0,60.7,4.6,6.1,1.5,1,149.24,1031.12,384,0
ORD-101183,2025-10-15 06:23:17.731821212,North,Second Class,Clothing,Retail,14,442,Medium,16.5,62.3,3.2,4.2,1.0,1,109.81,1306.42,573,0
ORD-101184,2025-10-15 12:12:58.118745828,North,Standard Class,Home & Kitchen,Retail,9,955,Low,52.3,73.1,4.7,6.2,1.5,1,146.68,430.45,337,0
ORD-101185,2025-10-15 18:02:38.505670448,West,Second Class,Home & Kitchen,Retail,9,1320,Low,41.4,61.2,5.4,6.9,1.5,1,180.46,435.37,114,0
ORD-101186,2025-10-15 23:52:18.892595064,South,Standard Class,Electronics,Retail,7,374,Medium,52.7,71.4,3.9,5.4,1.5,1,86.09,303.75,425,0
ORD-101187,2025-10-16 05:41:59.279519680,West,Second Class,Electronics,Retail,17,100,Low,42.9,69.5,2.9,3.1,0.2,0,105.16,2095.34,42,0
ORD-101188,2025-10-16 11:31:39.666444296,North,Standard Class,Electronics,Wholesale,20,551,Low,54.6,67.0,4.0,4.7,0.7,1,138.72,1006.15,507,0
ORD-101189,2025-10-16 17:21:20.053368912,East,Second Class,Clothing,Corporate,20,485,Medium,36.3,100.0,3.5,5.3,1.8,1,133.41,1630.97,184,0
ORD-101190,2025-10-16 23:11:00.440293528,South,Same Day,Electronics,Retail,16,1096,Low,31.9,79.6,3.9,5.4,1.5,1,179.52,1251.15,436,0
ORD-101191,2025-10-17 05:00:40.827218144,South,Standard Class,Sports,Retail,7,815,Low,77.0,47.7,4.6,5.5,0.9,1,135.14,485.42,102,0
ORD-101192,2025-10-17 10:50:21.214142760,West,First Class,Clothing,Retail,16,46,Low,37.5,70.9,2.8,2.7,-0.1,0,94.34,1378.73,249,0
ORD-101193,2025-10-17 16:40:01.601067376,West,Same Day,Home & Kitchen,Corporate,5,523,Low,55.0,52.3,2.8,3.2,0.4,1,103.36,192.02,420,0
ORD-101194,2025-10-17 22:29:41.987991992,West,First Class,Electronics,Wholesale,18,1108,Medium,72.2,72.1,4.4,6.8,2.4,1,192.07,1313.3,376,0
ORD-101195,2025-10-18 04:19:22.374916612,North,Standard Class,Clothing,Retail,6,726,Low,71.5,43.0,4.3,4.9,0.6,1,117.59,505.01,13,1
ORD-101196,2025-10-18 10:09:02.761841228,North,First Class,Electronics,Retail,9,853,Low,69.3,47.3,3.9,5.2,1.3,1,127.3,1027.42,30,1
ORD-101197,2025-10-18 15:58:43.148765844,East,Standard Class,Home & Kitchen,Corporate,2,411,Low,60.5,70.5,4.0,4.9,0.9,1,65.46,215.51,588,0
ORD-101198,2025-10-18 21:48:23.535690460,South,Standard Class,Electronics,Corporate,2,493,Low,68.0,81.0,4.0,4.8,0.8,1,70.42,246.24,322,0
ORD-101199,2025-10-19 03:38:03.922615076,East,First Class,Electronics,Retail,8,212,Low,79.7,73.0,2.7,4.1,1.4,1,105.34,572.35,514,0
ORD-101200,2025-10-19 09:27:44.309539692,East,Second Class,Electronics,Corporate,12,140,Low,62.7,78.7,3.1,3.2,0.1,0,60.27,584.83,52,0
ORD-101201,2025-10-19 15:17:24.696464308,East,Second Class,Home & Kitchen,Retail,1,74,Low,21.9,71.0,3.2,3.8,0.6,1,60.94,75.32,299,0
ORD-101202,2025-10-19 21:07:05.083388924,West,Standard Class,Electronics,Retail,17,944,Low,45.5,67.8,4.9,6.0,1.1,1,156.75,2178.66,350,0
ORD-101203,2025-10-20 02:56:45.470313540,East,First Class,Sports,Wholesale,3,253,Low,67.5,56.9,3.1,3.0,-0.1,0,86.94,173.67,553,0
ORD-101204,2025-10-20 08:46:25.857238156,North,Second Class,Sports,Retail,20,869,Low,43.7,78.0,4.5,6.0,1.5,1,141.68,1058.11,429,0
ORD-101205,2025-10-20 14:36:06.244162776,North,Standard Class,Sports,Retail,6,1431,Low,84.2,81.4,6.0,8.2,2.2,1,180.12,791.2,380,0
ORD-101206,2025-10-20 20:25:46.631087392,East,First Class,Electronics,Corporate,8,1052,Low,53.9,64.0,4.2,5.2,1.0,1,169.94,1033.5,183,0
ORD-101207,2025-10-21 02:15:27.018012008,South,Standard Class,Electronics,Corporate,4,872,Low,56.5,63.1,4.7,5.4,0.7,1,135.26,222.87,596,0
ORD-101208,2025-10-21 08:05:07.404936624,North,Standard Class,Clothing,Retail,17,193,Low,75.2,90.5,3.5,3.8,0.3,1,102.28,1843.46,203,0
ORD-101209,2025-10-21 13:54:47.791861240,South,Second Class,Electronics,Wholesale,15,744,Low,51.7,64.7,4.3,6.0,1.7,1,121.63,1159.7,174,0
ORD-101210,2025-10-21 19:44:28.178785856,East,Same Day,Sports,Wholesale,2,1339,Medium,58.2,66.2,4.5,6.3,1.8,1,145.33,203.69,437,0
ORD-101211,2025-10-22 01:34:08.565710472,West,Standard Class,Clothing,Retail,3,589,Low,71.2,72.7,4.3,4.9,0.6,1,118.38,264.8,598,0
ORD-101212,2025-10-22 07:23:48.952635088,East,Standard Class,Clothing,Corporate,13,1243,Medium,28.5,63.4,5.6,7.4,1.8,1,175.0,1688.23,515,0
ORD-101213,2025-10-22 13:13:29.339559704,South,Standard Class,Electronics,Wholesale,18,1069,Medium,49.9,51.9,5.0,6.2,1.2,1,179.59,977.84,116,0
ORD-101214,2025-10-22 19:03:09.726484320,South,First Class,Clothing,Retail,3,415,Low,69.9,71.0,3.3,3.8,0.5,1,90.17,337.77,491,0
ORD-101215,2025-10-23 00:52:50.113408940,East,Standard Class,Electronics,Retail,5,229,Low,56.2,64.4,3.8,4.7,0.9,1,59.07,184.57,218,0
ORD-101216,2025-10-23 06:42:30.500333556,South,Second Class,Sports,Corporate,11,45,Low,81.4,94.5,3.0,4.0,1.0,1,83.18,1043.25,140,0
ORD-101217,2025-10-23 12:32:10.887258172,East,Same Day,Electronics,Corporate,3,428,Low,26.6,77.6,2.7,3.0,0.3,1,77.64,303.85,561,0
ORD-101218,2025-10-23 18:21:51.274182788,East,Standard Class,Home & Kitchen,Retail,7,513,Low,24.6,55.5,4.3,4.6,0.3,1,103.98,761.6,570,0
ORD-101219,2025-10-24 00:11:31.661107404,North,Second Class,Sports,Retail,1,991,Low,68.9,76.7,4.4,5.6,1.2,1,123.27,152.7,228,0
ORD-101220,2025-10-24 06:01:12.048032020,North,Second Class,Electronics,Wholesale,10,867,Medium,70.6,69.9,4.4,6.3,1.9,1,125.29,1092.15,25,1
ORD-101221,2025-10-24 11:50:52.434956636,North,First Class,Electronics,Retail,15,729,Low,51.5,86.0,3.8,4.5,0.7,1,138.52,1590.18,133,0
ORD-101222,2025-10-24 17:40:32.821881252,West,Standard Class,Clothing,Retail,9,1090,Medium,62.2,56.6,4.9,6.6,1.7,1,167.1,564.69,329,0
ORD-101223,2025-10-24 23:30:13.208805868,East,Standard Class,Electronics,Corporate,6,1160,Medium,68.4,68.0,5.4,7.3,1.9,1,162.74,810.72,45,0
ORD-101224,2025-10-25 05:19:53.595730488,North,Standard Class,Electronics,Wholesale,9,1076,Low,40.4,63.4,4.9,5.6,0.7,1,155.98,747.77,144,0
ORD-101225,2025-10-25 11:09:33.982655104,West,Second Class,Home & Kitchen,Corporate,11,1348,High,42.3,65.9,5.2,8.6,3.4,1,195.13,861.68,97,0
ORD-101226,2025-10-25 16:59:14.369579720,South,First Class,Sports,Wholesale,4,552,High,58.4,50.8,3.4,6.2,2.8,1,97.28,347.27,571,0
ORD-101227,2025-10-25 22:48:54.756504336,South,Standard Class,Electronics,Retail,3,1239,Low,71.3,74.2,5.3,6.5,1.2,1,157.65,254.48,219,0
ORD-101228,2025-10-26 04:38:35.143428952,West,Standard Class,Clothing,Corporate,4,643,Low,34.0,71.7,4.4,4.6,0.2,0,98.78,384.87,234,0
ORD-101229,2025-10-26 10:28:15.530353568,North,First Class,Electronics,Retail,20,292,Low,51.4,85.6,2.9,3.5,0.6,1,131.47,1373.05,258,0
ORD-101230,2025-10-26 16:17:55.917278184,North,Standard Class,Home & Kitchen,Retail,15,235,Low,50.6,64.8,3.5,4.7,1.2,1,105.05,873.97,17,1
ORD-101231,2025-10-26 22:07:36.304202800,East,Standard Class,Electronics,Corporate,3,155,Low,62.5,58.4,3.6,3.7,0.1,0,57.09,374.13,330,0
ORD-101232,2025-10-27 03:57:16.691127416,North,Second Class,Sports,Wholesale,7,1435,Low,54.8,77.6,5.3,6.8,1.5,1,164.58,905.06,548,0
ORD-101233,2025-10-27 09:46:57.078052032,East,Standard Class,Home & Kitchen,Corporate,9,270,Low,45.2,52.3,4.1,4.5,0.4,1,100.93,747.39,490,0
ORD-101234,2025-10-27 15:36:37.464976652,North,Standard Class,Electronics,Retail,4,1257,Medium,77.5,82.4,5.5,7.8,2.3,1,153.02,543.33,157,0
ORD-101235,2025-10-27 21:26:17.851901268,North,Standard Class,Electronics,Corporate,18,1180,Low,45.3,82.3,5.1,6.2,1.1,1,190.2,1376.28,17,1
ORD-101236,2025-10-28 03:15:58.238825884,North,Standard Class,Clothing,Wholesale,19,670,Low,49.7,85.1,4.2,5.5,1.3,1,177.45,1384.32,466,0
ORD-101237,2025-10-28 09:05:38.625750500,South,Second Class,Home & Kitchen,Wholesale,5,1373,Low,26.4,71.0,5.5,6.7,1.2,1,177.99,651.72,506,0
ORD-101238,2025-10-28 14:55:19.012675116,North,Second Class,Clothing,Corporate,1,1365,Medium,42.2,57.2,5.2,7.4,2.2,1,178.12,136.08,553,0
ORD-101239,2025-10-28 20:44:59.399599732,North,Second Class,Sports,Retail,6,1390,Low,64.3,66.7,5.1,6.8,1.7,1,170.61,686.33,350,0
ORD-101240,2025-10-29 02:34:39.786524348,West,Standard Class,Home & Kitchen,Wholesale,12,755,Low,60.8,71.1,4.7,6.0,1.3,1,151.72,913.18,289,0
ORD-101241,2025-10-29 08:24:20.173448964,South,First Class,Home & Kitchen,Wholesale,17,461,Medium,65.8,56.0,3.2,5.2,2.0,1,128.3,1266.14,456,0
ORD-101242,2025-10-29 14:14:00.560373580,South,Standard Class,Clothing,Wholesale,7,84,Low,64.9,86.3,3.5,4.6,1.1,1,73.22,302.92,417,0
ORD-101243,2025-10-29 20:03:40.947298196,North,First Class,Clothing,Corporate,6,1264,Medium,92.6,74.3,4.9,8.2,3.3,1,194.0,798.96,456,0
ORD-101244,2025-10-30 01:53:21.334222816,South,Standard Class,Sports,Wholesale,5,1312,Low,41.5,50.7,5.6,7.1,1.5,1,161.66,322.64,177,0
ORD-101245,2025-10-30 07:43:01.721147432,North,First Class,Electronics,Retail,1,814,Low,25.9,95.1,4.3,4.9,0.6,1,110.23,106.38,542,0
ORD-101246,2025-10-30 13:32:42.108072048,East,Standard Class,Home & Kitchen,Retail,1,125,Medium,36.1,66.6,3.1,4.3,1.2,1,41.82,49.64,31,1
ORD-101247,2025-10-30 19:22:22.494996664,North,Standard Class,Electronics,Corporate,9,1238,Medium,42.3,47.5,5.3,7.3,2.0,1,180.27,905.29,65,0
ORD-101248,2025-10-31 01:12:02.881921280,West,Standard Class,Electronics,Corporate,13,461,Medium,37.5,51.7,4.0,5.8,1.8,1,107.06,951.56,396,0
ORD-101249,2025-10-31 07:01:43.268845896,West,Standard Class,Home & Kitchen,Corporate,1,832,Low,56.7,88.8,5.1,5.9,0.8,1,127.5,132.89,347,0
ORD-101250,2025-10-31 12:51:23.655770512,North,Standard Class,Clothing,Retail,5,996,Medium,77.5,94.2,5.3,7.7,2.4,1,122.66,455.86,336,0
ORD-101251,2025-10-31 18:41:04.042695128,North,Second Class,Electronics,Retail,19,236,Low,82.7,81.2,3.5,4.2,0.7,1,122.87,905.79,546,0
ORD-101252,2025-11-01 00:30:44.429619744,North,First Class,Electronics,Wholesale,20,112,Medium,64.1,86.1,2.5,4.0,1.5,1,98.49,723.77,523,0
ORD-101253,2025-11-01 06:20:24.816544360,East,Standard Class,Clothing,Wholesale,13,137,Medium,93.5,84.5,3.3,4.9,1.6,1,101.73,721.48,434,0
ORD-101254,2025-11-01 12:10:05.203468980,North,First Class,Home & Kitchen,Retail,11,1440,Low,48.6,73.9,4.9,6.5,1.6,1,192.77,1185.14,107,0
ORD-101255,2025-11-01 17:59:45.590393596,West,First Class,Electronics,Wholesale,12,1437,Low,25.6,70.3,4.9,5.5,0.6,1,186.19,1407.62,66,0
ORD-101256,2025-11-01 23:49:25.977318212,East,First Class,Electronics,Retail,8,652,Low,74.0,73.6,3.9,5.3,1.4,1,116.26,558.97,92,0
ORD-101257,2025-11-02 05:39:06.364242828,West,Second Class,Clothing,Retail,5,650,Low,21.9,76.8,3.9,4.5,0.6,1,96.17,449.06,372,0
ORD-101258,2025-11-02 11:28:46.751167444,East,Second Class,Home & Kitchen,Retail,8,622,Low,41.4,53.1,3.9,4.5,0.6,1,124.49,481.07,430,0
ORD-101259,2025-11-02 17:18:27.138092060,West,Second Class,Electronics,Retail,14,539,Low,64.4,76.7,3.9,5.5,1.6,1,113.76,1677.16,481,0
ORD-101260,2025-11-02 23:08:07.525016676,North,Second Class,Home & Kitchen,Retail,14,825,Low,53.2,88.3,4.0,4.9,0.9,1,146.1,1798.48,70,0
ORD-101261,2025-11-03 04:57:47.911941292,South,Same Day,Home & Kitchen,Corporate,14,547,Low,51.6,61.7,2.9,3.7,0.8,1,129.63,1507.82,172,0
ORD-101262,2025-11-03 10:47:28.298865908,South,Standard Class,Clothing,Wholesale,13,932,Low,33.7,60.0,4.7,5.5,0.8,1,172.73,592.74,209,0
ORD-101263,2025-11-03 16:37:08.685790528,West,Standard Class,Home & Kitchen,Corporate,2,581,Medium,54.8,72.6,4.2,5.8,1.6,1,96.25,170.48,383,0
ORD-101264,2025-11-03 22:26:49.072715144,East,Standard Class,Sports,Retail,13,952,Low,73.1,54.6,4.8,6.8,2.0,1,156.88,1706.83,37,0
ORD-101265,2025-11-04 04:16:29.459639760,West,Same Day,Clothing,Retail,18,1419,Low,55.4,43.9,4.4,5.7,1.3,1,214.15,1064.82,505,0
ORD-101266,2025-11-04 10:06:09.846564376,North,Standard Class,Clothing,Retail,13,324,Medium,40.1,83.4,3.8,4.8,1.0,1,77.57,1292.75,57,0
ORD-101267,2025-11-04 15:55:50.233488992,West,Second Class,Home & Kitchen,Wholesale,12,112,High,32.5,57.8,3.0,5.6,2.6,1,66.44,1493.32,319,0
ORD-101268,2025-11-04 21:45:30.620413608,South,First Class,Home & Kitchen,Retail,5,799,Low,40.4,65.3,3.8,4.5,0.7,1,116.76,566.24,560,0
ORD-101269,2025-11-05 03:35:11.007338224,South,Same Day,Sports,Wholesale,16,196,Low,62.1,55.2,2.3,2.3,0.0,0,93.76,1491.35,124,0
ORD-101270,2025-11-05 09:24:51.394262840,West,Standard Class,Home & Kitchen,Wholesale,10,362,Low,61.2,85.4,3.7,4.2,0.5,1,80.9,842.23,415,0
ORD-101271,2025-11-05 15:14:31.781187456,South,First Class,Clothing,Corporate,6,1189,High,40.6,78.7,4.7,7.2,2.5,1,167.43,775.09,334,0
ORD-101272,2025-11-05 21:04:12.168112072,South,First Class,Home & Kitchen,Retail,10,638,Medium,15.2,61.1,3.5,3.9,0.4,1,121.17,744.14,493,0
ORD-101273,2025-11-06 02:53:52.555036692,East,Standard Class,Home & Kitchen,Retail,3,833,Medium,62.6,46.1,4.6,6.1,1.5,1,123.1,386.85,356,0
ORD-101274,2025-11-06 08:43:32.941961308,North,First Class,Electronics,Retail,19,1169,Medium,38.8,59.4,4.4,6.1,1.7,1,181.99,1478.12,510,0
ORD-101275,2025-11-06 14:33:13.328885924,South,Standard Class,Electronics,Retail,15,210,Low,67.4,74.1,3.5,4.6,1.1,1,102.39,1609.38,247,0
ORD-101276,2025-11-06 20:22:53.715810540,North,Second Class,Clothing,Wholesale,7,728,Low,41.4,68.0,4.5,5.5,1.0,1,126.92,875.79,106,0
ORD-101277,2025-11-07 02:12:34.102735156,North,Second Class,Home & Kitchen,Retail,16,71,Medium,37.2,66.7,2.9,4.0,1.1,1,85.52,1399.11,410,0
ORD-101278,2025-11-07 08:02:14.489659772,West,Standard Class,Clothing,Wholesale,2,759,Medium,57.8,68.4,4.4,5.8,1.4,1,117.19,151.65,580,0
ORD-101279,2025-11-07 13:51:54.876584388,East,Standard Class,Sports,Retail,8,352,Low,97.4,77.1,4.0,5.5,1.5,1,88.66,329.31,265,0
ORD-101280,2025-11-07 19:41:35.263509004,South,Standard Class,Electronics,Corporate,14,1369,Low,68.5,64.3,5.6,7.6,2.0,1,198.55,1607.39,493,0
ORD-101281,2025-11-08 01:31:15.650433620,South,Standard Class,Clothing,Corporate,1,406,Low,57.5,72.2,4.0,4.9,0.9,1,92.82,106.27,527,0
ORD-101282,2025-11-08 07:20:56.037358236,South,Second Class,Sports,Retail,15,316,High,61.5,49.2,3.3,5.8,2.5,1,124.52,909.32,390,0
ORD-101283,2025-11-08 13:10:36.424282856,East,Standard Class,Electronics,Corporate,17,41,Low,23.5,100.0,3.5,3.2,-0.3,0,103.14,2013.25,477,0
ORD-101284,2025-11-08 19:00:16.811207472,West,Standard Class,Home & Kitchen,Retail,12,217,Medium,34.8,60.5,3.5,4.8,1.3,1,93.45,1475.66,342,0
ORD-101285,2025-11-09 00:49:57.198132088,West,Second Class,Electronics,Wholesale,5,340,Low,10.0,68.3,3.7,4.4,0.7,1,78.98,606.6,484,0
ORD-101286,2025-11-09 06:39:37.585056704,South,Second Class,Home & Kitchen,Corporate,15,357,Low,86.1,74.1,3.3,4.4,1.1,1,110.79,1392.87,208,0
ORD-101287,2025-11-09 12:29:17.971981320,South,Second Class,Electronics,Wholesale,7,1113,Medium,82.5,58.4,4.8,6.8,2.0,1,136.72,927.82,320,0
ORD-101288,2025-11-09 18:18:58.358905936,South,Same Day,Home & Kitchen,Wholesale,15,1334,Low,62.1,65.1,4.6,6.0,1.4,1,180.2,1811.62,55,0
ORD-101289,2025-11-10 00:08:38.745830552,East,Standard Class,Sports,Retail,13,1286,Medium,57.4,64.9,5.6,7.5,1.9,1,184.28,622.34,125,0
ORD-101290,2025-11-10 05:58:19.132755168,South,First Class,Electronics,Wholesale,2,1436,Medium,27.1,50.4,5.4,7.0,1.6,1,164.41,299.49,351,0
ORD-101291,2025-11-10 11:47:59.519679784,East,Standard Class,Electronics,Wholesale,2,1350,Medium,51.1,72.0,5.6,7.9,2.3,1,178.23,214.77,437,0
ORD-101292,2025-11-10 17:37:39.906604400,East,Second Class,Electronics,Retail,1,694,Low,87.3,38.6,4.1,5.3,1.2,1,122.94,143.22,27,1
ORD-101293,2025-11-10 23:27:20.293529020,South,Same Day,Sports,Retail,2,597,Medium,57.4,93.0,3.3,5.3,2.0,1,89.8,232.37,50,0
ORD-101294,2025-11-11 05:17:00.680453636,South,First Class,Home & Kitchen,Wholesale,6,981,Low,44.8,77.7,3.9,5.1,1.2,1,149.78,608.54,13,1
ORD-101295,2025-11-11 11:06:41.067378252,South,Second Class,Clothing,Wholesale,1,493,Low,23.4,75.2,3.4,3.5,0.1,0,76.69,80.82,315,0
ORD-101296,2025-11-11 16:56:21.454302868,North,Second Class,Clothing,Retail,19,914,Low,79.8,37.2,4.3,5.3,1.0,1,181.76,741.21,207,0
ORD-101297,2025-11-11 22:46:01.841227484,North,Standard Class,Sports,Corporate,19,1500,Low,53.7,52.3,6.1,7.3,1.2,1,229.92,1209.51,41,0
ORD-101298,2025-11-12 04:35:42.228152100,East,Second Class,Clothing,Wholesale,4,313,Low,23.4,87.2,3.1,3.4,0.3,1,90.12,410.0,478,0
ORD-101299,2025-11-12 10:25:22.615076716,South,First Class,Sports,Retail,7,1159,Low,38.4,100.0,4.6,6.5,1.9,1,151.11,853.74,321,0
ORD-101300,2025-11-12 16:15:03.002001332,North,Same Day,Clothing,Retail,15,1405,Low,32.0,84.1,4.5,6.4,1.9,1,210.94,570.49,15,1
ORD-101301,2025-11-12 22:04:43.388925948,East,Standard Class,Sports,Wholesale,14,815,Low,52.6,81.6,5.0,6.3,1.3,1,125.91,791.06,414,0
ORD-101302,2025-11-13 03:54:23.775850568,East,Standard Class,Home & Kitchen,Wholesale,12,547,Low,58.7,73.4,4.4,5.3,0.9,1,136.49,1203.71,547,0
ORD-101303,2025-11-13 09:44:04.162775184,North,Second Class,Clothing,Retail,20,397,Low,45.9,51.4,3.6,3.6,0.0,0,127.95,1250.82,257,0
ORD-101304,2025-11-13 15:33:44.549699800,West,Standard Class,Electronics,Retail,13,268,Medium,69.0,80.9,3.9,5.5,1.6,1,101.12,638.04,570,0
ORD-101305,2025-11-13 21:23:24.936624416,West,Standard Class,Electronics,Wholesale,14,495,Low,56.4,47.4,4.2,4.6,0.4,1,97.19,613.83,255,0
ORD-101306,2025-11-14 03:13:05.323549032,East,Standard Class,Clothing,Wholesale,11,1125,Low,74.1,45.6,5.2,7.1,1.9,1,164.55,1085.33,55,0
ORD-101307,2025-11-14 09:02:45.710473648,East,Second Class,Clothing,Corporate,11,783,Medium,48.6,44.6,4.0,4.9,0.9,1,153.35,1030.12,82,0
ORD-101308,2025-11-14 14:52:26.097398264,North,Standard Class,Home & Kitchen,Retail,6,347,High,100.0,80.6,3.7,6.9,3.2,1,87.57,709.82,49,0
ORD-101309,2025-11-14 20:42:06.484322880,West,Standard Class,Sports,Wholesale,11,822,Medium,44.8,64.1,4.7,5.9,1.2,1,148.51,738.67,188,0
ORD-101310,2025-11-15 02:31:46.871247496,South,Standard Class,Clothing,Retail,19,1218,Medium,38.7,66.6,5.4,7.2,1.8,1,194.89,948.32,237,0
ORD-101311,2025-11-15 08:21:27.258172112,West,First Class,Home & Kitchen,Retail,8,40,High,36.5,64.8,2.1,4.3,2.2,1,77.13,888.56,272,0
ORD-101312,2025-11-15 14:11:07.645096732,East,Second Class,Electronics,Wholesale,3,50,Low,51.2,47.0,2.9,3.5,0.6,1,55.79,388.13,293,0
ORD-101313,2025-11-15 20:00:48.032021348,North,Standard Class,Home & Kitchen,Wholesale,12,1440,High,24.0,54.3,5.8,8.6,2.8,1,181.5,874.04,519,0
ORD-101314,2025-11-16 01:50:28.418945964,North,Standard Class,Electronics,Retail,16,1128,High,60.3,55.1,5.3,8.6,3.3,1,181.99,1909.17,16,1
ORD-101315,2025-11-16 07:40:08.805870580,East,Second Class,Sports,Wholesale,20,872,Low,20.7,42.5,4.7,4.9,0.2,0,184.82,2175.0,539,0
ORD-101316,2025-11-16 13:29:49.192795196,East,Standard Class,Home & Kitchen,Retail,11,1361,Medium,57.9,56.9,5.7,7.9,2.2,1,193.3,1378.44,150,0
ORD-101317,2025-11-16 19:19:29.579719812,North,Second Class,Home & Kitchen,Retail,16,892,Medium,30.7,47.7,4.3,6.0,1.7,1,156.31,1231.81,572,0
ORD-101318,2025-11-17 01:09:09.966644428,East,Standard Class,Home & Kitchen,Retail,6,791,Medium,48.1,74.2,4.3,6.0,1.7,1,151.28,291.47,89,0
ORD-101319,2025-11-17 06:58:50.353569044,West,Same Day,Clothing,Retail,9,333,Medium,65.9,75.6,2.6,3.9,1.3,1,109.42,426.18,69,0
ORD-101320,2025-11-17 12:48:30.740493660,South,Standard Class,Home & Kitchen,Wholesale,9,1220,Low,96.5,44.3,5.3,6.9,1.6,1,184.38,1004.13,81,0
ORD-101321,2025-11-17 18:38:11.127418276,South,Second Class,Clothing,Corporate,7,1152,Low,35.6,60.3,5.1,6.4,1.3,1,159.9,853.68,184,0
ORD-101322,2025-11-18 00:27:51.514342896,North,Standard Class,Sports,Wholesale,15,457,Low,52.3,94.7,4.3,4.7,0.4,1,129.38,1189.96,565,0
ORD-101323,2025-11-18 06:17:31.901267512,West,Same Day,Electronics,Retail,18,1111,Medium,42.0,49.3,3.6,4.9,1.3,1,192.23,765.2,283,0
ORD-101324,2025-11-18 12:07:12.288192128,South,Same Day,Electronics,Retail,7,1096,Medium,39.3,71.8,4.0,5.9,1.9,1,125.58,322.24,107,0
ORD-101325,2025-11-18 17:56:52.675116744,West,Second Class,Clothing,Retail,3,160,Medium,42.1,66.7,3.3,4.2,0.9,1,66.49,280.4,388,0
ORD-101326,2025-11-18 23:46:33.062041360,South,Standard Class,Electronics,Wholesale,17,257,Medium,69.8,82.5,3.9,4.9,1.0,1,109.19,2086.29,309,0
